ImageId,Label
558,5
559,6
560,0
561,3
562,3
563,5
564,1
565,6
566,3
567,5
568,1
569,1
570,9
571,5
572,5
573,3
574,0
575,0
576,9
577,3
578,3
579,4
580,3
581,5
582,1
583,9
584,6
585,7
586,1
587,9
588,3
589,8
590,3
591,8
592,8
593,5
594,5
595,3
596,6
597,6
598,6
599,0
600,0
601,1
602,1
603,7
604,1
605,8
606,3
607,8
608,5
609,2
610,9
611,7
612,4
613,0
614,5
615,2
616,9
617,7
618,0
619,0
620,4
621,8
622,3
623,9
624,9
625,0
626,8
627,9
628,3
629,6
630,2
631,6
632,1
633,8
634,6
635,1
636,9
637,7
638,7
639,8
640,3
641,5
642,9
643,9
644,8
645,7
646,8
647,4
648,9
649,1
650,8
651,9
652,9
653,4
654,2
655,6
656,3
657,4
658,3
659,3
660,7
661,3
662,3
663,8
664,0
665,4
666,8
667,1
668,3
669,0
670,5
671,3
672,9
673,4
674,8
675,0
676,9
677,9
678,6
679,8
680,0
681,6
682,9
683,8
684,1
685,1
686,3
687,9
688,6
689,9
690,9
691,3
692,6
693,0
694,1
695,8
696,9
697,3
698,9
699,8
700,8
701,9
702,0
703,5
704,0
705,5
706,0
707,5
708,9
709,6
710,8
711,6
712,8
713,1
714,3
715,3
716,6
717,2
718,8
719,9
720,8
721,7
722,3
723,3
724,0
725,1
726,6
727,6
728,9
729,7
730,5
731,7
732,1
733,3
734,6
735,9
736,7
737,1
738,8
739,1
740,8
741,4
742,5
743,3
744,9
745,3
746,7
747,8
748,7
749,8
750,6
751,4
752,9
753,9
754,3
755,1
756,4
757,7
758,1
759,1
760,0
761,3
762,0
763,4
764,0
765,4
766,0
767,6
768,8
769,1
770,8
771,5
772,3
773,0
774,1
775,8
776,3
777,9
778,0
779,3
780,1
781,1
782,0
783,0
784,8
785,5
786,5
787,0
788,9
789,2
790,8
791,3
792,0
793,9
794,0
795,9
796,3
797,1
798,6
799,9
800,7
801,1
802,1
803,3
804,6
805,1
806,9
807,9
808,6
809,3
810,1
811,8
812,9
813,2
814,3
815,5
816,9
817,0
818,9
819,7
820,4
821,3
822,0
823,5
824,0
825,1
826,1
827,0
828,4
829,5
830,5
831,8
832,3
833,5
834,4
835,3
836,7
837,6
838,1
839,8
840,3
841,5
842,4
843,0
844,8
845,6
846,6
847,7
848,2
849,8
850,3
851,9
852,9
853,4
854,9
855,5
856,8
857,1
858,3
859,4
860,3
861,0
862,7
863,1
864,5
865,2
866,3
867,6
868,4
869,3
870,3
871,9
872,5
873,9
874,3
875,3
876,3
877,1
878,1
879,0
880,1
881,4
882,2
883,1
884,1
885,3
886,7
887,1
888,5
889,4
890,9
891,1
892,7
893,4
894,0
895,9
896,0
897,7
898,9
899,1
900,1
901,3
902,5
903,0
904,7
905,4
906,7
907,8
908,3
909,2
910,7
911,0
912,3
913,4
914,7
915,6
916,0
917,4
918,5
919,1
920,6
921,1
922,3
923,5
924,9
925,4
926,7
927,9
928,5
929,6
930,3
931,3
932,0
933,1
934,9
935,5
936,0
937,7
938,4
939,9
940,8
941,6
942,3
943,6
944,1
945,0
946,9
947,2
948,3
949,9
950,5
951,2
952,9
953,5
954,2
955,3
956,6
957,5
958,3
959,6
960,0
961,7
962,8
963,4
964,0
965,4
966,3
967,1
968,8
969,8
970,6
971,3
972,6
973,4
974,6
975,7
976,0
977,0
978,0
979,7
980,4
981,3
982,8
983,7
984,9
985,7
986,9
987,0
988,8
989,3
990,5
991,1
992,7
993,0
994,6
995,8
996,3
997,8
998,2
999,6
1000,9
1001,0
1002,9
1003,0
1004,3
1005,1
1006,3
1007,4
1008,5
1009,3
1010,9
1011,3
1012,6
1013,3
1014,7
1015,5
1016,9
1017,3
1018,3
1019,9
1020,3
1021,5
1022,9
1023,9
1024,6
1025,2
1026,6
1027,1
1028,3
1029,5
1030,1
1031,9
1032,1
1033,8
1034,9
1035,4
1036,5
1037,3
1038,5
1039,3
1040,0
1041,1
1042,6
1043,1
1044,9
1045,5
1046,6
1047,9
1048,9
1049,6
1050,6
1051,5
1052,8
1053,3
1054,3
1055,7
1056,1
1057,1
1058,3
1059,6
1060,5
1061,0
1062,0
1063,6
1064,0
1065,7
1066,4
1067,7
1068,6
1069,1
1070,9
1071,0
1072,3
1073,7
1074,6
1075,7
1076,2
1077,8
1078,1
1079,3
1080,9
1081,3
1082,0
1083,3
1084,2
1085,7
1086,7
1087,6
1088,5
1089,3
1090,1
1091,3
1092,7
1093,0
1094,1
1095,9
1096,6
1097,5
1098,3
1099,8
1100,0
1101,9
1102,6
1103,7
1104,1
1105,8
1106,3
1107,0
1108,6
1109,4
1110,6
1111,7
1112,8
1113,4
1114,1
1115,0
1116,3
1117,3
1118,8
1119,1
1120,9
1121,6
1122,5
1123,4
1124,1
1125,6
1126,3
1127,0
1128,6
1129,1
1130,6
1131,0
1132,5
1133,8
1134,0
1135,3
1136,8
1137,8
1138,9
1139,9
1140,7
1141,0
1142,0
1143,8
1144,1
1145,3
1146,8
1147,9
1148,0
1149,5
1150,8
1151,8
1152,7
1153,5
1154,4
1155,9
1156,9
1157,4
1158,1
1159,8
1160,3
1161,9
1162,1
1163,4
1164,0
1165,6
1166,9
1167,9
1168,2
1169,9
1170,5
1171,8
1172,3
1173,9
1174,1
1175,8
1176,6
1177,3
1178,7
1179,5
1180,3
1181,3
1182,8
1183,9
1184,9
1185,0
1186,7
1187,0
1188,3
1189,0
1190,3
1191,7
1192,6
1193,3
1194,8
1195,8
1196,1
1197,3
1198,3
1199,8
1200,9
1201,4
1202,8
1203,3
1204,8
1205,1
1206,7
1207,7
1208,6
1209,9
1210,6
1211,4
1212,9
1213,8
1214,9
1215,1
1216,4
1217,3
1218,9
1219,9
1220,3
1221,0
1222,4
1223,3
1224,8
1225,3
1226,7
1227,9
1228,8
1229,7
1230,5
1231,9
1232,3
1233,4
1234,8
1235,9
1236,1
1237,4
1238,5
1239,9
1240,9
1241,4
1242,5
1243,9
1244,5
1245,5
1246,9
1247,7
1248,4
1249,3
1250,5
1251,5
1252,5
1253,0
1254,4
1255,8
1256,3
1257,7
1258,6
1259,5
1260,3
1261,1
1262,3
1263,4
1264,6
1265,2
1266,6
1267,7
1268,4
1269,8
1270,1
1271,1
1272,6
1273,1
1274,3
1275,6
1276,9
1277,4
1278,1
1279,9
1280,5
1281,1
1282,4
1283,7
1284,0
1285,7
1286,1
1287,0
1288,3
1289,3
1290,1
1291,4
1292,0
1293,0
1294,5
1295,0
1296,9
1297,9
1298,6
1299,8
1300,6
1301,0
1302,6
1303,1
1304,1
1305,4
1306,0
1307,7
1308,1
1309,0
1310,9
1311,6
1312,9
1313,9
1314,8
1315,8
1316,6
1317,0
1318,4
1319,7
1320,5
1321,9
1322,3
1323,8
1324,3
1325,8
1326,0
1327,3
1328,6
1329,8
1330,1
1331,3
1332,6
1333,3
1334,1
1335,7
1336,1
1337,4
1338,5
1339,0
1340,5
1341,3
1342,8
1343,1
1344,3
1345,3
1346,0
1347,8
1348,6
1349,1
1350,3
1351,2
1352,5
1353,7
1354,2
1355,3
1356,2
1357,9
1358,8
1359,1
1360,8
1361,9
1362,8
1363,9
1364,0
1365,8
1366,9
1367,5
1368,0
1369,4
1370,1
1371,5
1372,9
1373,5
1374,1
1375,1
1376,0
1377,6
1378,0
1379,9
1380,1
1381,7
1382,9
1383,0
1384,8
1385,3
1386,1
1387,7
1388,8
1389,8
1390,9
1391,5
1392,6
1393,8
1394,9
1395,9
1396,4
1397,7
1398,2
1399,8
1400,9
1401,1
1402,3
1403,8
1404,3
1405,9
1406,8
1407,9
1408,8
1409,4
1410,8
1411,4
1412,6
1413,2
1414,1
1415,9
1416,6
1417,9
1418,5
1419,1
1420,7
1421,9
1422,5
1423,3
1424,6
1425,8
1426,8
1427,8
1428,0
1429,8
1430,3
1431,9
1432,7
1433,1
1434,7
1435,6
1436,8
1437,9
1438,4
1439,7
1440,9
1441,6
1442,2
1443,2
1444,7
1445,9
1446,8
1447,0
1448,9
1449,4
1450,0
1451,8
1452,8
1453,9
1454,0
1455,9
1456,0
1457,9
1458,9
1459,0
1460,8
1461,5
1462,2
1463,8
1464,8
1465,2
1466,5
1467,3
1468,1
1469,7
1470,6
1471,1
1472,0
1473,6
1474,5
1475,9
1476,3
1477,3
1478,2
1479,0
1480,8
1481,8
1482,7
1483,6
1484,4
1485,4
1486,0
1487,7
1488,3
1489,9
1490,5
1491,9
1492,3
1493,8
1494,9
1495,3
1496,0
1497,3
1498,6
1499,5
1500,3
1501,0
1502,1
1503,9
1504,8
1505,8
1506,5
1507,0
1508,1
1509,0
1510,3
1511,7
1512,2
1513,6
1514,4
1515,8
1516,3
1517,1
1518,7
1519,4
1520,9
1521,5
1522,9
1523,9
1524,9
1525,1
1526,3
1527,8
1528,3
1529,6
1530,3
1531,4
1532,1
1533,3
1534,4
1535,0
1536,3
1537,0
1538,1
1539,0
1540,0
1541,7
1542,1
1543,3
1544,0
1545,6
1546,9
1547,9
1548,7
1549,9
1550,4
1551,6
1552,8
1553,1
1554,7
1555,1
1556,4
1557,7
1558,8
1559,5
1560,0
1561,3
1562,9
1563,6
1564,9
1565,8
1566,8
1567,9
1568,7
1569,7
1570,6
1571,3
1572,0
1573,8
1574,7
1575,8
1576,3
1577,8
1578,1
1579,9
1580,3
1581,9
1582,9
1583,3
1584,1
1585,4
1586,6
1587,6
1588,9
1589,0
1590,3
1591,3
1592,6
1593,3
1594,8
1595,3
1596,9
1597,1
1598,3
1599,3
1600,3
1601,9
1602,7
1603,7
1604,5
1605,3
1606,0
1607,3
1608,3
1609,3
1610,9
1611,5
1612,9
1613,3
1614,3
1615,1
1616,4
1617,3
1618,3
1619,1
1620,1
1621,3
1622,6
1623,1
1624,4
1625,9
1626,4
1627,7
1628,6
1629,6
1630,8
1631,3
1632,9
1633,6
1634,6
1635,1
1636,0
1637,7
1638,3
1639,8
1640,9
1641,3
1642,7
1643,7
1644,9
1645,1
1646,4
1647,6
1648,1
1649,0
1650,0
1651,1
1652,9
1653,9
1654,3
1655,8
1656,9
1657,5
1658,3
1659,9
1660,8
1661,1
1662,3
1663,6
1664,1
1665,3
1666,8
1667,6
1668,8
1669,5
1670,4
1671,8
1672,3
1673,9
1674,5
1675,9
1676,5
1677,5
1678,6
1679,1
1680,2
1681,3
1682,3
1683,6
1684,3
1685,3
1686,6
1687,1
1688,3
1689,0
1690,7
1691,9
1692,3
1693,6
1694,5
1695,1
1696,9
1697,4
1698,8
1699,4
1700,0
1701,3
1702,8
1703,0
1704,7
1705,5
1706,3
1707,8
1708,3
1709,0
1710,7
1711,9
1712,1
1713,5
1714,4
1715,9
1716,9
1717,7
1718,0
1719,3
1720,1
1721,3
1722,3
1723,5
1724,0
1725,4
1726,6
1727,1
1728,6
1729,6
1730,9
1731,3
1732,9
1733,9
1734,1
1735,9
1736,0
1737,3
1738,3
1739,1
1740,0
1741,0
1742,5
1743,2
1744,9
1745,1
1746,7
1747,1
1748,0
1749,0
1750,0
1751,7
1752,1
1753,6
1754,9
1755,3
1756,7
1757,0
1758,3
1759,8
1760,0
1761,8
1762,6
1763,7
1764,7
1765,1
1766,8
1767,9
1768,3
1769,3
1770,1
1771,3
1772,3
1773,5
1774,5
1775,8
1776,8
1777,5
1778,5
1779,3
1780,9
1781,9
1782,8
1783,7
1784,0
1785,0
1786,6
1787,5
1788,3
1789,3
1790,3
1791,9
1792,9
1793,9
1794,6
1795,9
1796,3
1797,0
1798,6
1799,0
1800,4
1801,0
1802,0
1803,0
1804,0
1805,3
1806,4
1807,9
1808,3
1809,6
1810,7
1811,8
1812,6
1813,0
1814,0
1815,1
1816,8
1817,0
1818,6
1819,4
1820,3
1821,7
1822,1
1823,1
1824,3
1825,9
1826,9
1827,3
1828,0
1829,0
1830,8
1831,4
1832,6
1833,8
1834,3
1835,1
1836,5
1837,0
1838,4
1839,0
1840,6
1841,0
1842,3
1843,4
1844,3
1845,0
1846,6
1847,9
1848,1
1849,5
1850,8
1851,6
1852,8
1853,8
1854,8
1855,7
1856,9
1857,8
1858,6
1859,0
1860,7
1861,3
1862,1
1863,6
1864,7
1865,1
1866,3
1867,1
1868,9
1869,0
1870,1
1871,3
1872,3
1873,6
1874,6
1875,4
1876,5
1877,2
1878,7
1879,5
1880,7
1881,4
1882,7
1883,9
1884,3
1885,0
1886,9
1887,3
1888,1
1889,9
1890,8
1891,9
1892,7
1893,0
1894,5
1895,0
1896,1
1897,9
1898,3
1899,8
1900,4
1901,6
1902,0
1903,3
1904,9
1905,7
1906,9
1907,8
1908,0
1909,7
1910,8
1911,1
1912,3
1913,4
1914,7
1915,1
1916,9
1917,4
1918,0
1919,2
1920,9
1921,0
1922,6
1923,9
1924,2
1925,9
1926,4
1927,1
1928,9
1929,4
1930,4
1931,5
1932,8
1933,5
1934,3
1935,6
1936,1
1937,3
1938,3
1939,7
1940,3
1941,4
1942,7
1943,0
1944,7
1945,6
1946,3
1947,8
1948,6
1949,6
1950,6
1951,7
1952,4
1953,8
1954,8
1955,7
1956,3
1957,8
1958,8
1959,5
1960,5
1961,5
1962,3
1963,6
1964,8
1965,3
1966,6
1967,1
1968,9
1969,2
1970,0
1971,4
1972,4
1973,9
1974,5
1975,8
1976,9
1977,0
1978,9
1979,3
1980,0
1981,9
1982,8
1983,6
1984,9
1985,0
1986,2
1987,0
1988,1
1989,4
1990,5
1991,9
1992,8
1993,9
1994,8
1995,8
1996,8
1997,0
1998,3
1999,3
2000,7
2001,9
2002,6
2003,1
2004,2
2005,4
2006,3
2007,4
2008,7
2009,7
2010,6
2011,1
2012,9
2013,1
2014,6
2015,4
2016,9
2017,0
2018,3
2019,8
2020,7
2021,0
2022,9
2023,4
2024,6
2025,5
2026,6
2027,7
2028,3
2029,3
2030,9
2031,6
2032,3
2033,3
2034,5
2035,8
2036,8
2037,6
2038,3
2039,4
2040,2
2041,7
2042,9
2043,3
2044,4
2045,4
2046,2
2047,8
2048,0
2049,5
2050,4
2051,0
2052,7
2053,9
2054,1
2055,8
2056,8
2057,4
2058,2
2059,2
2060,5
2061,4
2062,0
2063,3
2064,0
2065,3
2066,3
2067,2
2068,9
2069,1
2070,9
2071,4
2072,0
2073,6
2074,9
2075,6
2076,3
2077,7
2078,6
2079,0
2080,0
2081,6
2082,1
2083,5
2084,8
2085,6
2086,0
2087,3
2088,2
2089,5
2090,3
2091,4
2092,3
2093,3
2094,6
2095,7
2096,6
2097,6
2098,3
2099,9
2100,2
2101,9
2102,9
2103,7
2104,2
2105,5
2106,3
2107,7
2108,0
2109,0
2110,0
2111,5
2112,7
2113,6
2114,6
2115,3
2116,9
2117,6
2118,6
2119,0
2120,1
2121,1
2122,4
2123,8
2124,7
2125,5
2126,5
2127,3
2128,0
2129,6
2130,8
2131,2
2132,9
2133,8
2134,9
2135,7
2136,6
2137,8
2138,1
2139,9
2140,3
2141,2
2142,1
2143,3
2144,3
2145,5
2146,0
2147,0
2148,1
2149,1
2150,0
2151,9
2152,0
2153,3
2154,8
2155,3
2156,0
2157,8
2158,3
2159,0
2160,8
2161,4
2162,1
2163,5
2164,7
2165,3
2166,3
2167,6
2168,1
2169,6
2170,5
2171,9
2172,3
2173,3
2174,0
2175,4
2176,8
2177,0
2178,0
2179,7
2180,9
2181,4
2182,2
2183,0
2184,4
2185,6
2186,8
2187,8
2188,1
2189,9
2190,4
2191,3
2192,7
2193,4
2194,9
2195,4
2196,8
2197,0
2198,7
2199,3
2200,3
2201,1
2202,9
2203,3
2204,5
2205,9
2206,0
2207,3
2208,0
2209,5
2210,8
2211,0
2212,9
2213,2
2214,1
2215,8
2216,3
2217,7
2218,3
2219,7
2220,8
2221,1
2222,8
2223,5
2224,4
2225,0
2226,1
2227,6
2228,8
2229,1
2230,1
2231,9
2232,8
2233,4
2234,1
2235,1
2236,7
2237,7
2238,4
2239,8
2240,0
2241,0
2242,7
2243,3
2244,8
2245,9
2246,9
2247,2
2248,3
2249,3
2250,3
2251,9
2252,2
2253,3
2254,6
2255,7
2256,1
2257,4
2258,6
2259,0
2260,2
2261,0
2262,3
2263,9
2264,0
2265,3
2266,8
2267,0
2268,8
2269,3
2270,0
2271,1
2272,5
2273,3
2274,9
2275,3
2276,3
2277,0
2278,8
2279,8
2280,7
2281,9
2282,0
2283,3
2284,0
2285,2
2286,6
2287,5
2288,6
2289,9
2290,6
2291,0
2292,8
2293,0
2294,1
2295,9
2296,3
2297,6
2298,9
2299,8
2300,7
2301,2
2302,0
2303,0
2304,3
2305,4
2306,0
2307,3
2308,3
2309,1
2310,5
2311,9
2312,5
2313,7
2314,7
2315,0
2316,1
2317,5
2318,5
2319,3
2320,0
2321,8
2322,9
2323,0
2324,5
2325,9
2326,3
2327,4
2328,5
2329,3
2330,3
2331,2
2332,8
2333,5
2334,7
2335,8
2336,7
2337,8
2338,3
2339,7
2340,7
2341,9
2342,6
2343,7
2344,3
2345,8
2346,9
2347,9
2348,6
2349,6
2350,0
2351,9
2352,8
2353,8
2354,9
2355,4
2356,1
2357,5
2358,3
2359,8
2360,8
2361,0
2362,5
2363,6
2364,7
2365,6
2366,9
2367,0
2368,8
2369,0
2370,3
2371,2
2372,2
2373,4
2374,2
2375,1
2376,1
2377,6
2378,7
2379,8
2380,9
2381,5
2382,3
2383,6
2384,6
2385,3
2386,9
2387,9
2388,7
2389,8
2390,9
2391,7
2392,0
2393,0
2394,9
2395,7
2396,1
2397,0
2398,0
2399,8
2400,9
2401,3
2402,8
2403,6
2404,1
2405,7
2406,3
2407,1
2408,9
2409,1
2410,8
2411,9
2412,0
2413,9
2414,9
2415,4
2416,7
2417,1
2418,9
2419,3
2420,2
2421,3
2422,5
2423,0
2424,0
2425,8
2426,7
2427,5
2428,3
2429,4
2430,3
2431,8
2432,0
2433,3
2434,3
2435,3
2436,8
2437,8
2438,7
2439,0
2440,1
2441,1
2442,3
2443,9
2444,2
2445,2
2446,0
2447,2
2448,9
2449,4
2450,1
2451,0
2452,8
2453,3
2454,5
2455,3
2456,6
2457,9
2458,1
2459,4
2460,8
2461,7
2462,0
2463,3
2464,3
2465,2
2466,9
2467,0
2468,3
2469,3
2470,9
2471,7
2472,3
2473,1
2474,9
2475,5
2476,3
2477,3
2478,4
2479,0
2480,3
2481,1
2482,0
2483,9
2484,3
2485,1
2486,9
2487,7
2488,3
2489,7
2490,6
2491,1
2492,6
2493,6
2494,2
2495,9
2496,0
2497,9
2498,2
2499,3
2500,9
2501,3
2502,7
2503,6
2504,4
2505,1
2506,9
2507,3
2508,4
2509,1
2510,0
2511,0
2512,2
2513,1
2514,0
2515,2
2516,3
2517,2
2518,5
2519,6
2520,3
2521,3
2522,6
2523,0
2524,0
2525,5
2526,0
2527,3
2528,3
2529,0
2530,6
2531,6
2532,9
2533,1
2534,5
2535,7
2536,6
2537,9
2538,2
2539,2
2540,1
2541,1
2542,3
2543,6
2544,1
2545,1
2546,8
2547,0
2548,5
2549,8
2550,7
2551,3
2552,6
2553,8
2554,8
2555,8
2556,0
2557,7
2558,2
2559,6
2560,7
2561,9
2562,5
2563,9
2564,1
2565,3
2566,6
2567,0
2568,4
2569,9
2570,4
2571,6
2572,8
2573,8
2574,4
2575,1
2576,0
2577,3
2578,9
2579,0
2580,1
2581,3
2582,9
2583,2
2584,0
2585,1
2586,7
2587,3
2588,9
2589,6
2590,3
2591,9
2592,3
2593,8
2594,7
2595,4
2596,8
2597,8
2598,5
2599,8
2600,0
2601,6
2602,7
2603,8
2604,3
2605,4
2606,4
2607,0
2608,1
2609,8
2610,7
2611,9
2612,8
2613,4
2614,6
2615,8
2616,8
2617,6
2618,6
2619,3
2620,3
2621,3
2622,3
2623,8
2624,8
2625,4
2626,1
2627,4
2628,7
2629,6
2630,4
2631,6
2632,4
2633,0
2634,9
2635,4
2636,9
2637,9
2638,3
2639,5
2640,6
2641,1
2642,2
2643,3
2644,8
2645,9
2646,6
2647,3
2648,9
2649,9
2650,4
2651,1
2652,0
2653,3
2654,9
2655,0
2656,3
2657,4
2658,9
2659,0
2660,9
2661,9
2662,9
2663,0
2664,3
2665,6
2666,9
2667,9
2668,3
2669,7
2670,0
2671,6
2672,1
2673,5
2674,5
2675,0
2676,2
2677,4
2678,0
2679,6
2680,8
2681,6
2682,8
2683,2
2684,6
2685,9
2686,9
2687,1
2688,8
2689,8
2690,3
2691,3
2692,3
2693,9
2694,5
2695,9
2696,0
2697,1
2698,4
2699,9
2700,9
2701,7
2702,3
2703,4
2704,5
2705,3
2706,1
2707,9
2708,2
2709,6
2710,9
2711,9
2712,1
2713,0
2714,0
2715,1
2716,6
2717,8
2718,8
2719,0
2720,7
2721,6
2722,7
2723,3
2724,9
2725,9
2726,5
2727,8
2728,0
2729,1
2730,3
2731,6
2732,5
2733,2
2734,9
2735,1
2736,5
2737,9
2738,8
2739,5
2740,4
2741,7
2742,9
2743,8
2744,9
2745,4
2746,7
2747,0
2748,4
2749,0
2750,3
2751,9
2752,3
2753,1
2754,7
2755,6
2756,3
2757,5
2758,0
2759,5
2760,0
2761,9
2762,1
2763,1
2764,1
2765,8
2766,1
2767,3
2768,3
2769,3
2770,1
2771,0
2772,2
2773,9
2774,5
2775,0
2776,7
2777,8
2778,0
2779,8
2780,1
2781,9
2782,1
2783,1
2784,8
2785,8
2786,2
2787,6
2788,1
2789,7
2790,9
2791,7
2792,6
2793,7
2794,3
2795,3
2796,9
2797,5
2798,3
2799,7
2800,6
2801,9
2802,4
2803,5
2804,0
2805,8
2806,6
2807,0
2808,0
2809,0
2810,9
2811,8
2812,1
2813,9
2814,3
2815,7
2816,5
2817,1
2818,8
2819,1
2820,9
2821,4
2822,9
2823,0
2824,1
2825,8
2826,4
2827,6
2828,1
2829,9
2830,2
2831,9
2832,2
2833,9
2834,8
2835,6
2836,8
2837,5
2838,3
2839,5
2840,8
2841,0
2842,8
2843,1
2844,1
2845,6
2846,1
2847,0
2848,1
2849,7
2850,4
2851,7
2852,8
2853,9
2854,1
2855,0
2856,6
2857,9
2858,5
2859,8
2860,3
2861,2
2862,9
2863,8
2864,7
2865,1
2866,5
2867,0
2868,8
2869,1
2870,3
2871,1
2872,6
2873,9
2874,2
2875,9
2876,0
2877,4
2878,0
2879,3
2880,1
2881,9
2882,9
2883,3
2884,1
2885,7
2886,5
2887,9
2888,3
2889,8
2890,0
2891,8
2892,6
2893,0
2894,8
2895,7
2896,9
2897,9
2898,3
2899,1
2900,2
2901,5
2902,3
2903,1
2904,1
2905,3
2906,0
2907,0
2908,7
2909,3
2910,8
2911,1
2912,6
2913,0
2914,2
2915,9
2916,9
2917,6
2918,6
2919,9
2920,8
2921,6
2922,8
2923,9
2924,9
2925,9
2926,2
2927,7
2928,9
2929,3
2930,8
2931,1
2932,9
2933,8
2934,3
2935,7
2936,8
2937,1
2938,2
2939,5
2940,6
2941,1
2942,9
2943,7
2944,7
2945,7
2946,9
2947,9
2948,4
2949,7
2950,8
2951,7
2952,3
2953,5
2954,9
2955,5
2956,0
2957,7
2958,6
2959,1
2960,2
2961,5
2962,8
2963,9
2964,0
2965,5
2966,6
2967,9
2968,5
2969,8
2970,8
2971,3
2972,3
2973,9
2974,9
2975,9
2976,3
2977,1
2978,1
2979,1
2980,4
2981,3
2982,6
2983,1
2984,7
2985,0
2986,7
2987,9
2988,0
2989,7
2990,9
2991,3
2992,1
2993,8
2994,9
2995,1
2996,3
